主从表关联ID,帐号,数据状态,行政区划代码,行业代码2017,注册资金,上市及新三板、四板挂牌情况,上市挂牌时间,本公司是否为上市挂牌企业主体,上市挂牌企业年末市值,工业总产值当年价格,营业收入,其中主营业务收入,其中技术收入,其中技术转让收入,技术承包收入,技术咨询与服务收入,接受委托研究开发收入,产品销售收入,其中高新技术产品,商品销售收入,其他营业收入,净利润,从业人员期末人数,其中留学归国人员,其中外籍常驻人员,其中引进外籍专家,其中当年新增从业人员,其中吸纳高校应届毕业生,从业人员年平均人数,具有研究生学历位人员,其中博士,其中硕士,具有大学本科学历位人员,具有大学专科学历人员,接受高等教育前为非就业地户籍人员,技能人员,其中高级技师国家职业资格一级,技师国家职业资格二级,高级技能人员国家职业资格三级,中级技能人员国家职业资格四级,初级技能人员国家职业资格五级,中层及以上管理人员,专业技术人员,科技活动人员合计,科技活动费用合计,当年专利申请数
351723,91450100348549184B,en,4501,7721,200000,00,,,0,0,229804,229361,221642,0,213276,8366,0,7719,7719,0,443,29050,235,0,0,0,122,3,290,6,0,6,40,50,7,0,0,0,0,0,0,50,42,49,10465,0
351724,91450100779145667H,en,4501,1329,15000,00,,,0,242732,257714,257629,0,0,0,0,0,257629,257629,0,85,6069,65,0,0,0,15,5,65,1,0,1,12,18,8,0,0,0,0,0,0,25,10,23,15208,3
351725,91450100095116371T,en,4501,4390,13800,00,,,0,383415.41,383415.41,273098,0,0,0,0,0,273098,273098,0,110317.41,154201.46,161,0,0,0,34,15,161,0,0,0,13,17,0,8,0,0,0,1,7,9,30,30,16870.28,0
351726,91450100198282612J,en,4501,7441,97200,00,,,0,0,256558,249978,249978,132,0,249846,0,0,0,0,6580,30798,566,4,0,0,133,73,503,81,2,79,407,57,109,7,0,2,2,3,0,61,491,59,11800,3
351727,91450108559430159Y,en,4501,1329,61000,00,,,0,241439,231600.36,231600.36,0,0,0,0,0,231600.36,206302,0,0,2343.84,65,1,0,0,2,2,65,3,1,2,8,18,1,3,0,0,0,1,2,11,6,7,6991,0
351728,914501007188986064,en,4501,2720,184080,00,,,0,205078,173351,173316,0,0,0,0,0,173316,167845,0,35,7886,492,0,0,0,58,30,487,3,0,3,87,91,0,0,0,0,0,0,0,42,165,150,7761,12
351729,91450100779122529Q,en,4501,4999,30000,00,,,0,0,78452,78452,53491,0,0,53491,0,24961,0,0,0,5983,149,1,0,0,0,0,149,4,0,4,43,44,0,26,0,0,3,23,0,24,39,20,3428,6
351730,91450100715186646D,en,4501,1329,33470,00,,,0,168400,144847.05,144847.05,0,0,0,0,0,144847.05,130363,0,0,384.27,87,0,0,0,5,5,87,1,0,1,20,28,0,0,0,0,0,0,0,6,12,10,5050,7
351731,91450100732236262R,en,4501,1781,203610,11,2017,1,0,126773,130347.05,130270.88,0,0,0,0,0,130270.88,128781.29,0,76.17,-3998.89,216,0,0,0,18,0,224,1,0,1,41,43,0,2,0,2,0,0,0,31,18,30,8665,0
351732,914501007630841181,en,4501,7484,20000,00,,,0,0,258639,258638,258638,0,0,258638,0,0,0,0,1,11869,166,0,0,0,10,1,164,25,0,25,118,15,19,44,42,2,0,0,0,33,118,58,8104,0
351733,91450100552285972F,en,4501,3829,81800,00,,,0,144936.51,143085,143085,0,0,0,0,0,143085,90050,0,0,7726.21,122,0,0,0,0,0,100,4,2,2,18,43,0,0,0,0,0,0,0,15,31,12,6026,3
351734,91450100768919807Q,en,4501,6531,10557,00,,,0,0,159109.45,159109.45,44132.75,0,0,44132.75,0,114976.7,114976.7,0,0,16344.07,94,0,0,0,0,0,90,2,0,2,60,28,0,0,0,0,0,0,0,17,55,68,4881.4,0
351736,91450100682115584Q,en,4501,5090,25000,00,,,0,0,116734,116627,116627,0,0,116627,0,0,0,0,107,9632,180,0,0,0,22,9,185,12,0,5,64,23,0,0,0,0,0,0,0,10,82,24,7414,0
351737,91450100753737621P,en,4501,2740,31104.84,11,2016,1,0,129348,44946,44946,0,0,0,0,0,44946,44904,0,0,-987,56,0,0,0,0,0,56,3,1,2,16,17,0,11,2,2,0,1,6,14,24,11,6721,6
351738,91450100763091772Q,en,4501,7721,59500,13,2016,1,0,0,142774.5,142774.5,0,0,0,0,0,139987.56,109190.29,0,2786.94,5723.4,185,0,0,0,53,5,185,6,0,6,61,56,135,7,0,2,0,4,1,24,72,32,5860.7,14
351739,91450100598424675L,en,4501,3720,80000,00,,,0,125518,130414,129429,0,0,0,0,0,129429,107305,0,985,10523,127,0,0,0,0,0,122,1,0,1,32,85,0,31,0,1,14,16,0,10,8,24,5575,4
351740,914501005819609063,en,4501,2625,10000,11,2018,1,50000,0,105882,105882,0,0,0,0,0,105882,86573,0,0,3379,80,0,0,0,25,0,71,1,0,1,35,40,0,12,0,0,0,5,7,18,6,19,3467,2
351741,91450127662142016W,en,4501,3462,50000,00,,,0,107956.67,108316.63,106403.87,0,0,0,0,0,106403.87,106403.87,0,1912.76,15574.92,81,0,0,0,0,0,78,0,0,0,23,20,0,6,2,4,0,0,0,8,30,30,5854.6,0
351742,914500007178551293,en,4501,2710,60000,00,,,0,100635,99368,99368,0,0,0,0,0,99368,99368,0,0,13265,105,0,0,0,72,9,104,1,1,0,17,16,22,43,1,4,17,16,5,11,19,20,6250,2
351743,91450100677709476R,en,4501,6531,10000,00,,,0,0,81770.62,81770.62,22695.22,0,7095.97,11437.28,4161.97,59075.4,59075.4,0,0,1504.46,73,0,0,0,18,6,75,2,0,2,38,33,0,6,1,4,0,1,0,11,42,22,3920.36,0
351744,91450000779140321G,en,4501,2922,60000,00,,,0,73922,97011,76831,1469,0,0,1469,0,76831,66529,0,18711,-11048,73,0,0,0,7,1,68,7,2,5,18,19,0,0,0,0,0,0,0,10,17,10,1675,0
351745,91450100310103857W,en,4501,3021,30000,00,,,0,234144,234144,234144,0,0,0,0,0,234144,234144,0,0,8098,65,0,0,0,1,1,65,0,0,0,35,25,0,0,0,0,0,0,0,18,19,13,880,5
351746,91450100788439413D,en,4501,6513,2000,00,,,0,0,126859,126859,126859,0,0,126859,0,0,0,0,0,29671,391,0,0,0,70,57,322,2,0,2,83,185,0,1,0,0,0,0,1,37,123,143,6652,0
351747,91450100667019009Q,en,4501,5013,50880,00,,,0,0,50296.98,50296.98,50296.98,0,0,50296.98,0,0,0,0,0,-82.76,33,0,0,0,0,0,33,1,0,1,14,15,0,2,0,0,0,2,0,9,15,15,2359.4,0
351748,91450100768929466W,en,4501,7483,8050,00,,,0,0,126350.89,126350.89,126350.89,0,0,126350.89,0,0,0,0,0,294,105,0,0,0,15,15,103,3,0,3,39,35,0,28,0,0,0,0,28,20,70,15,3079,0
351749,91450000711430058A,en,4501,2643,3000,00,,,0,90120,89912,89799,113,0,0,113,0,89799,89799,0,0,285,90,0,0,0,0,0,90,28,2,26,39,22,0,2,0,2,0,0,0,8,42,42,4300,3
351750,91450100697621981Y,en,4501,3039,30488,00,,,0,123818,124102,123818,250,250,0,0,0,123818,86524,0,34,15574,92,0,0,0,6,2,90,0,0,0,3,15,0,0,0,0,0,0,0,6,15,18,4182,0
351751,91450100198438410T,en,4501,7483,16000,00,,,0,0,94244,94244,94244,0,0,94244,0,0,0,0,0,3134,99,0,0,0,8,2,95,1,0,1,57,23,62,8,0,0,3,1,4,10,64,25,3958,1
351752,91450123687781703T,en,4501,2625,65217,11,2016,1,0,86240,96850,95194,0,0,0,0,0,95194,95194,0,1656,21263,160,0,0,0,48,13,130,3,0,3,18,55,0,0,0,0,0,0,0,26,18,58,3621,2
351753,91450127756537262R,en,4501,7724,70000,00,,,0,0,84510.71,84510.71,84510.71,0,0,84510.71,0,0,0,0,0,13085.96,176,0,0,0,20,6,182,4,1,3,45,40,20,68,0,0,0,20,48,35,48,19,3725.16,4
351754,914501006851638808,en,4501,6531,50500,00,,,0,0,51843,51831,51225,0,48689,2177,359,606,466,0,12,-771,58,2,0,0,8,8,58,3,1,2,26,21,0,0,0,0,0,0,0,20,17,28,2903,2
351755,914501005932435098,en,4501,3823,100080,00,,,0,71865,75533,75511,1071,0,0,1071,0,65584,61372,8856,22,4742,56,0,0,0,20,6,61,2,0,2,23,21,10,4,0,0,1,2,1,11,10,21,6374,3
351756,91450100791311904N,en,4501,3429,30000,00,,,0,65032,63989,63371,0,0,0,0,0,63371,47540,0,618,1659,238,0,0,1,5,0,238,4,1,3,44,67,0,0,0,0,0,0,0,39,31,52,4574,2
351757,91450100322607796G,en,4501,3021,30000,00,,,0,132437,132437,132437,0,0,0,0,0,132437,79500,0,0,10913,80,0,0,0,49,0,71,0,0,0,5,16,0,4,0,1,0,0,3,8,8,13,5690,1
351758,91450100198285186F,en,4501,2740,31884.5,00,,,0,118700.54,117233.6,117221.12,0,0,0,0,0,117221.12,98985.96,0,12.48,9233.81,215,0,0,0,33,7,207,7,0,7,56,49,10,60,0,0,7,31,22,25,71,71,7365.82,1
351759,914501031982833919,en,4501,2311,2000,00,,,0,97270,84853,84853,0,0,0,0,0,84791,84791,0,62,2318,196,0,0,0,12,3,198,3,0,3,56,76,123,79,0,3,16,34,26,22,134,26,3394,0
351762,91450100690220472P,en,4501,6490,15385,00,,,0,0,46510,45626,45626,0,0,45626,0,0,0,0,884,37067,43,0,0,0,2,2,43,1,0,1,12,4,0,0,0,0,0,0,0,4,13,43,4412,0
351764,91450122591335901Y,en,4501,2922,50800,00,,,0,78297,78297,78297,26099,0,26099,0,0,52198,0,0,0,549.3,80,0,0,0,0,0,79,0,0,0,2,15,5,25,2,5,5,5,8,10,16,8,249,8
351765,91450122763070883P,en,4501,2740,15000,00,,,0,51175,54943,54943,0,0,0,0,0,54943,54943,0,0,-1579,138,0,0,0,0,0,138,0,0,0,5,20,0,0,0,0,0,0,0,20,0,20,759,0
351766,91450100773877090F,en,4501,3670,3000,00,,,0,62174,60974,60974,0,0,0,0,0,60974,60974,0,0,1755,203,0,0,0,7,0,210,2,0,2,23,35,0,0,0,0,0,0,0,21,42,21,2595,0
351767,91450100739997400U,en,4501,1495,14000,00,,,0,54797,57522,57517,0,0,0,0,0,57517,57517,0,5,1005,101,0,0,0,11,10,104,2,0,2,23,16,0,21,1,0,2,3,15,19,15,16,2861,0
351768,914501006697177911,en,4501,6319,5000,00,,,0,0,42979.8,42601.9,42601.9,0,0,42601.9,0,0,0,377.1,0.8,15113.3,132,0,0,0,12,0,132,0,0,0,11,55,0,0,0,0,0,0,0,12,20,23,3535,0
351770,91450100735169966T,en,4501,2740,11192.27,00,,,0,66751.39,63614.08,63614.08,0,0,0,0,0,63614.08,42851.45,0,0,-13434.18,176,0,0,0,20,15,180,0,0,0,53,68,0,0,0,0,0,0,0,29,55,55,3297.92,0
351771,12100000498500159L,en,4501,8290,5400,00,,,0,0,39334.14,39334.14,39334.14,0,1659.7,20295,0,0,0,0,0,4679.6,160,0,0,0,0,0,221,15,0,15,57,12,0,26,0,11,13,1,1,25,106,116,5809,1
351772,91450100MA5K9KUGXX,en,4501,2669,5000,00,,,0,114080,106996,106996,0,0,0,0,0,106996,106171,0,0,11917,109,0,0,0,0,0,89,1,0,1,18,8,0,1,0,0,1,0,0,7,18,15,4301,6
351775,9145000071889201XR,en,4501,2022,1149480.8,2,2011,1,3253030,258682,175751,171719,0,0,0,0,0,171719,9243,0,4032,107165,272,4,0,0,49,4,270,8,1,7,51,42,32,8,2,1,2,3,0,42,45,82,3670,5
351776,914501001982837384,en,4501,2740,11150,00,,,0,39895,46365,38917,0,0,0,0,0,38917,30125,0,7448,48,213,0,0,0,2,2,210,12,2,5,62,62,0,47,0,2,21,23,1,21,74,45,5779,0
351777,914501007114042632,en,4501,6513,20000,00,,,0,0,48195,48195,6767,0,0,6289,0,37964,23979,0,3464,2759,97,0,0,0,21,3,109,3,2,1,61,28,0,0,0,0,0,0,0,0,0,35,3158,0
351780,91450100680124161T,en,4501,7722,20020,00,,,0,0,66211.88,66211.88,13134.51,0,0,13134.51,0,53077.38,43968.12,0,0,5189.25,112,0,0,0,60,0,58,0,0,0,40,57,0,0,0,0,0,0,0,15,97,43,1566.26,0
351784,91450100723074484W,en,4501,3039,60000,00,,,0,60050,59981,53953,694,0,0,694,0,53953,25791,0,5334,500,42,1,0,0,5,1,20,2,0,2,10,10,0,3,0,0,0,2,1,6,5,5,520.86,0
351785,91450100MA5K9RQK64,en,4501,7452,2000,00,,,0,0,42333,42333,0,0,0,0,0,42333,34925,0,0,4074,141,0,0,0,30,12,138,2,0,2,65,74,0,75,0,0,12,33,30,31,35,35,3152,0
351786,91450100799733431X,en,4501,7514,20000,11,2017,1,0,0,24867.7,24867.7,24867.7,0,22011.1,2856.59,0,0,0,0,0,615.25,39,0,0,0,6,2,42,1,0,1,4,34,0,2,0,0,0,2,0,10,29,11,1106.9,11
351788,91450123552283889C,en,4501,3831,105000,00,,,0,71451,67807,67807,0,0,0,0,0,67807,2300,0,0,1119,51,0,0,0,0,0,49,0,0,0,13,24,0,0,0,0,0,0,0,2,5,6,200,0
351789,91450107MA5K974F0Y,en,4501,7452,20000,11,2017,1,20000,0,43237,43237,43237,0,0,43237,0,0,0,0,0,519,120,0,0,0,24,11,119,3,0,3,55,56,90,15,0,0,1,10,4,9,87,98,5183,0
351790,9145010057182904XQ,en,4501,6531,38000,00,,,0,0,56834.42,56834.42,3285.84,0,0,3285.84,0,52789.7,37301.32,758.88,0,335.45,48,0,0,0,25,10,53,1,0,1,17,25,1,16,0,0,1,12,3,10,14,40,2017.7,7
351791,91450100619319656G,en,4501,3990,80000,00,,,0,12962,36677,36677,6560,0,0,6560,0,26276,11351,0,3841,3614,106,0,0,0,1,1,105,8,2,6,28,65,0,45,3,5,9,15,13,18,45,75,2506,2
351795,91450100672462638C,en,4501,6550,20080,00,,,0,0,16404,16404,0,0,0,0,0,16404,16000,0,0,-237,45,1,0,0,0,0,45,1,0,1,15,25,0,0,0,0,0,0,0,6,13,6,205,0
351796,914501007399998607,en,4501,6513,2000,00,,,0,38798.94,79055.56,79055.56,415.6,0,0,415.6,0,51064.24,47817.6,20322.31,7253.41,5468.05,51,0,0,0,10,4,45,2,0,2,29,18,0,9,0,0,2,4,3,10,13,16,3999.77,5
351797,914501005898467881,en,4501,7223,1000,00,,,0,0,10407,10407,3662,0,0,3662,0,0,0,0,6745,1101,41,0,0,0,0,0,41,2,0,2,13,26,0,0,0,0,0,0,0,0,0,11,1414,0
351798,91450100571847686Q,en,4501,3515,10000,00,,,0,29730,29968,28969,0,0,0,0,0,28969,28148,0,999,569,108,0,0,0,7,1,108,0,0,0,22,30,0,55,0,0,0,26,29,12,14,28,2320,16
351799,91450100348599616D,en,4501,7030,10000,00,,,0,0,57855.24,57855.24,57855.24,0,0,57855.24,0,0,0,0,0,196.78,53,0,0,0,2,0,69,0,0,0,17,27,0,0,0,0,0,0,0,16,0,12,2315.63,0
351801,91450108554744896Y,en,4501,7452,5000,00,,,0,0,40498.47,40498.47,40498.47,0,0,40498.47,0,0,0,0,0,32.98,126,0,0,0,34,15,120,1,0,1,48,67,0,0,0,0,0,0,0,25,80,20,693.68,0
351805,91450100588636148P,en,4501,2511,62674.1,11,2015,1,0,57883,57122,56721,12,0,0,12,0,56721,38810,0,389,-978,46,0,0,0,0,0,42,1,0,1,9,12,0,5,0,0,3,1,1,7,5,8,3383,1
351807,914501007884062324,en,4501,6599,15900,11,2015,1,30000,0,34956.65,34956.65,10408.7,0,0,10408.7,0,0,0,1868.29,22679.66,472.81,42,0,0,0,12,11,95,1,0,1,32,9,0,0,0,0,0,0,0,12,30,23,770.86,1
351808,914501003485338954,en,4501,7441,5000,00,,,0,0,12282.8,12282.8,12282.8,0,0,12282.8,0,0,0,0,0,1408,23,0,0,0,12,3,23,0,0,0,12,10,15,1,0,0,1,0,0,7,16,9,785.23,8
351809,91450100083620300B,en,4501,7820,58000,00,,,0,0,21693,21693,0,0,0,0,0,21692,21692,1,0,90,77,0,0,0,25,5,80,0,0,0,14,15,1,0,0,0,0,0,0,10,10,10,1200,0
351811,91450100MA5KB2FEXC,en,4501,4420,20000,00,,,0,30754,88424,88424,0,0,0,0,0,24958,2498,6162,57304,1256,25,0,0,0,8,3,30,0,0,0,9,10,0,0,0,0,0,0,0,10,12,5,3578,8
351813,91450103079070027P,en,4501,6511,3000,00,,,0,0,22797,22797,0,0,0,0,0,18290.1,18290.1,4506.9,0,15.3,13,0,0,0,2,0,13,0,0,0,2,4,0,1,1,0,0,0,0,3,8,8,1401.3,0
351814,91450100MA5KE62856,en,4501,6513,110000,00,,,0,0,406967,406967,285027,0,0,84991,200036,59508,59508,62432,0,83766,51,1,0,0,32,2,41,1,0,1,38,10,9,0,0,0,0,0,0,12,27,27,30939,0
351815,91450100794306465J,en,4501,7452,8000,00,,,0,0,31761,31761,31761,0,0,31761,0,0,0,0,0,445,120,0,0,0,13,6,90,6,0,6,40,44,0,17,0,0,0,7,10,10,80,15,240,3
351818,91450000MA5KB6E42G,en,4501,6599,30000,00,,,0,0,23019.47,22983.3,21822.54,0,0,21822.54,0,1153.24,0,7.52,36.17,-1479.9,132,0,0,0,32,8,128,17,0,17,84,20,109,2,0,0,1,1,0,23,76,33,2107.15,0
351819,9145010057184029XP,en,4501,1492,39000,00,,,0,5557,10040,10040,0,0,0,0,0,10040,9984,0,0,-3065,85,0,0,0,21,2,98,5,3,2,18,42,0,9,0,0,2,3,4,15,0,62,1710,6
351821,9145010066214736XA,en,4501,2922,30000,00,,,0,23703,23703,23703,0,0,0,0,0,13203,1000,10500,0,2016,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,2
351822,91450100595111833X,en,4501,4190,30000,00,,,0,18457.26,17849.52,17825.38,0,0,0,0,0,14159,8562.67,3666.38,24.14,844.71,41,0,0,0,9,4,39,3,2,1,7,8,0,0,0,0,0,0,0,0,0,11,900.43,10
351823,914501006777220483,en,4501,0190,10000,00,,,0,0,33879,33879,0,0,0,0,0,33879,30000,0,0,-10569,50,0,0,0,0,0,50,2,0,2,14,34,0,12,0,0,5,2,5,20,12,16,700,0
351824,91450100788425871F,en,4501,7455,20000,00,,,0,0,26392.81,26392.81,26392.81,0,0,26392.81,0,0,0,0,0,2721.39,67,0,0,0,14,2,70,3,2,1,49,15,0,21,0,0,2,10,9,8,34,23,2330.97,2
351825,914501227565496507,en,4501,2740,34300,00,,,0,23825,21543,21543,0,0,0,0,0,21543,21543,0,0,-8230,100,0,0,0,2,2,83,2,0,2,15,22,0,0,0,0,0,0,0,0,0,35,3480,0
351826,914501006697400947,en,4501,4861,2500,11,2016,1,0,0,19579.61,19579.61,13570,0,0,13570,0,2000,2000,1000,3009.61,427.66,50,0,0,0,10,2,50,0,0,0,25,20,0,15,0,0,0,3,12,15,15,10,450.93,4
351827,91450100768942425J,en,4501,7452,2000,00,,,0,0,27530,27530,27530,0,0,27530,0,0,0,0,0,4088,81,0,0,0,0,0,81,2,0,2,49,17,4,0,0,0,0,0,0,12,50,18,1385,3
351828,91450100348518636A,en,4501,6421,500,00,,,0,0,38300.79,38300.79,0,0,0,0,0,38300.79,38300.79,0,0,416.81,71,0,0,0,9,7,68,0,0,0,15,43,0,0,0,0,0,0,0,7,9,9,265,0
351829,91450100561584894E,en,4501,6531,10000,00,,,0,0,22466,22326,140,0,0,140,0,22326,14090,0,0,506,22,0,0,0,2,2,22,0,0,0,18,2,0,2,0,0,0,1,1,6,8,8,2201,8
351830,914512292010936293,en,4501,5090,5000,00,,,0,0,23886,23886,23886,0,0,23886,0,0,0,0,0,191,89,0,0,0,16,10,87,1,0,1,11,64,0,30,2,3,7,18,0,11,78,22,1267,0
351831,91450100756511003C,en,4501,3499,10000,00,,,0,22608.94,22608.94,22608.94,0,0,0,0,0,22597.74,15826.25,0,11.2,1534.49,56,0,0,0,6,3,56,1,0,1,10,6,0,16,0,0,5,3,8,3,20,13,1200,1
351832,914501000737679075,en,4501,7452,10000,00,,,0,0,18123,18123,15635,0,0,15635,0,0,0,2488,0,2620,69,0,0,0,24,7,68,2,1,1,35,30,0,0,0,0,0,0,0,11,0,44,1687.2,2
351837,914501003306804243,en,4501,7452,10000,00,,,0,0,21071.4,21071.4,0,0,0,0,0,21071.4,21071.4,0,0,961.32,96,0,0,0,11,6,90,7,0,5,40,44,2,39,0,0,8,8,23,19,17,15,1168.36,0
351839,9145010079971138X6,en,4501,0511,30000,00,,,0,0,16248,16248,0,0,0,0,0,16248,15184,0,0,1004,16,0,0,0,7,3,16,1,0,1,5,7,4,1,0,0,0,1,0,6,10,8,1398,0
351842,914501035615525855,en,4501,6599,5000,00,,,0,0,22856.58,22856.58,22856.58,0,0,22856.58,0,0,0,0,0,2554.85,49,0,0,0,14,11,45,1,0,1,39,9,0,0,0,0,0,0,0,6,32,32,1589,0
351843,914501006851772544,en,4501,7482,2000,00,,,0,0,15020.26,15020.26,15020.26,0,0,15020.26,0,0,0,0,0,345.76,54,0,0,0,0,0,66,1,0,1,14,23,0,5,2,2,1,0,0,18,36,9,850,0
351844,91450102669749208K,en,4501,7452,1000,00,,,0,0,41276.6,41276.6,41276.6,0,0,41276.6,0,0,0,0,0,8409.8,302,0,0,0,24,24,265,1,0,1,90,201,194,0,0,0,0,0,0,44,90,58,1000,0
351847,91450100098023162K,en,4501,6322,1000,00,,,0,0,7616.99,6509.06,1107.93,0,0,370.81,737.12,6509.06,6509.06,0,0,-18.78,16,0,0,0,0,0,16,0,0,0,4,6,6,2,0,0,0,0,2,2,3,7,457.02,0
351848,91450100759778010W,en,4501,1353,5000,00,,,0,5521,5724,5724,0,0,0,0,0,5724,5724,0,0,-277,19,0,0,0,0,0,18,0,0,0,2,3,0,0,0,0,0,0,0,4,2,6,300,0
351850,91450100065425712G,en,4501,6429,20000,00,,,0,0,12768,12768,12768,0,12768,0,0,0,0,0,0,672,58,0,0,0,13,6,58,1,0,1,24,33,0,2,0,0,1,1,0,10,15,13,843.4,0
351852,91450100MA5KAAHT1F,en,4501,6513,10100,00,,,0,0,16000,16000,11269,0,0,11269,0,4731,0,0,0,776,19,1,0,0,4,2,19,1,0,1,7,11,0,0,0,0,0,0,0,2,17,17,3762,0
351853,914501007376082138,en,4501,3829,20010,00,,,0,5241,7284,4765,0,0,0,0,0,4765,4765,0,2519,317,41,0,0,0,0,0,40,2,0,2,16,10,0,0,0,0,0,0,0,8,9,5,469,4
351854,91450100695383692T,en,4501,7449,2000,00,,,0,0,13041.72,13041.72,13041.72,0,0,13041.72,0,0,0,0,0,118.84,20,0,0,0,0,0,20,1,0,1,3,16,0,20,0,0,0,5,15,4,16,6,1770.76,0
351856,914501000752083912,en,4501,4863,10000,00,,,0,0,12126.3,12126.3,6331.9,0,0,6331.9,0,5794.4,5794.4,0,0,81,42,0,0,0,0,0,42,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,700,0
351860,91450100310254479Y,en,4501,4790,10000,00,,,0,0,28401.02,28401.02,28401.02,0,0,0,28401.02,0,0,0,0,-3279.16,323,0,0,0,0,0,332,0,0,0,40,31,0,0,0,0,0,0,0,5,66,48,2300,0
351861,91450100589821425W,en,4501,6532,4998,00,,,0,0,20297,20297,416,0,0,416,0,16057,16057,3824,0,1524,60,0,0,0,19,0,57,4,0,4,37,15,6,0,0,0,0,0,0,17,36,36,3524,5
351862,91450100788402987K,en,4501,3542,3000,00,,,0,14966,14966,14605,0,0,0,0,0,14605,9493,0,361,745,62,0,0,0,2,2,62,0,0,0,5,20,0,0,0,0,0,0,0,10,20,35,1130,7
351864,914501003225774787,en,4501,3919,1000,00,,,0,15781,15201.2,15201.2,0,0,0,0,0,15201.2,8560,0,0,544.3,10,0,0,0,0,0,14,0,0,0,4,6,0,0,0,0,0,0,0,3,5,5,270,8
351866,91450100564014395L,en,4501,7441,1500,00,,,0,1233.49,13921.68,12671.33,0,0,0,0,0,12671.33,12671.33,0,1250.35,566.31,56,0,0,0,11,2,50,4,3,1,35,12,30,0,0,0,0,0,0,7,30,25,1801.54,6
351867,9145010376308488XC,en,4501,6599,1800,00,,,0,0,13810.05,13810.05,13810.05,0,0,13810.05,0,0,0,0,0,153.33,68,0,0,0,14,13,60,2,1,1,10,22,34,60,0,0,8,20,32,15,53,30,828,0
351868,91450100MA5KDFCD9R,en,4501,6513,10000,00,,,0,0,14216.23,14216.23,7142.33,0,0,7142.33,0,7073.9,7073.9,0,0,634.88,53,0,0,0,23,0,51,1,0,1,46,6,0,0,0,0,0,0,0,1,41,41,882.69,0
351871,91450100788431489D,en,4501,3872,5000,00,,,0,6451.78,5561.88,5561.88,0,0,0,0,0,5561.88,5561.88,0,0,-521.83,45,0,0,0,0,0,45,0,0,0,10,35,0,6,0,0,6,0,0,8,6,12,552.7,6
351872,91450100MA5KKNUL97,en,4501,6531,2700,00,,,0,0,17968.54,17968.54,1099,0,0,1099,0,11677,9677,5192.54,0,2596.83,13,0,0,0,2,0,13,1,0,1,12,0,0,0,0,0,0,0,0,4,5,13,1025.95,0
351874,9145010068010075X6,en,4501,7721,108000,00,,,0,0,7480,7474,118,0,0,118,0,4634,4634,2722,6,-57,26,0,0,0,4,0,24,4,0,4,7,11,0,18,0,0,6,5,7,7,8,5,374,3
351875,91450103584340200P,en,4501,6513,5000,00,,,0,0,5356,5356,4158,0,0,4158,0,1198,1198,0,0,-704,51,0,0,0,24,6,49,0,0,0,20,30,0,0,0,0,0,0,0,8,28,12,1032,0
351876,91450100677733118L,en,4501,7484,10000,00,,,0,0,9436.55,8158.77,8158.77,0,0,8158.77,0,0,0,1277.78,0,641.68,38,0,0,0,0,0,36,0,0,0,10,25,0,0,0,0,0,0,0,8,25,18,1606.63,6
351877,914501007420642493,en,4501,2641,5000,00,,,0,7223,9631,9631,0,0,0,0,0,9631,9631,0,0,-1843,44,0,0,0,2,0,42,2,0,2,9,8,0,10,0,0,0,0,10,2,8,10,1500,0
351878,91450100775975583L,en,4501,4190,15000,00,,,0,22000,12029,12029,1913,0,0,1913,0,10116,2600,0,0,-81,22,0,0,0,0,0,22,1,0,1,18,3,0,0,0,0,0,0,0,8,11,16,8,0
351879,91450100718880043B,en,4501,3563,3000,00,,,0,12580.6,10352.3,10352.3,0,0,0,0,0,10352.3,7563.5,0,0,171.4,13,0,0,0,0,0,14,0,0,0,7,6,0,0,0,0,0,0,0,3,9,8,130,0
351881,91450103695357726N,en,4501,6599,1000,00,,,0,0,10687.37,10687.37,0,0,0,0,0,10687.37,10687.37,0,0,1258.55,38,0,0,0,10,8,35,0,0,0,15,19,0,0,0,0,0,0,0,11,13,10,1045.45,0
351883,91450100MA5KAFJF34,en,4501,6513,51800,00,,,0,0,3889.68,3889.68,3280,860,780,960,680,290,0,239,80.68,-225.24,28,0,0,0,8,8,38,2,1,1,18,6,6,12,1,3,5,2,1,5,18,12,107.3,0
351884,9145010009602951XP,en,4501,4029,5000,00,,,0,7511.54,7459.1,7204.39,254.71,0,0,254.71,0,7204.39,7204.39,0,0,237.32,9,0,0,0,3,0,9,0,0,0,6,3,0,0,0,0,0,0,0,0,0,9,3243.31,5
351885,914501007537197497,en,4501,7340,25000,00,,,0,0,7520,7520,7334,0,0,0,7334,0,0,186,0,-3380,36,2,0,0,15,6,43,8,3,5,15,7,0,0,0,0,0,0,0,10,13,30,5348,1
351886,914501006927802030,en,4501,4999,30000,00,,,0,0,10185,10185,487,0,487,0,0,9698,9698,0,0,86,39,0,0,0,0,0,39,0,0,0,4,35,0,0,0,0,0,0,0,7,19,19,780,0
351888,914501007565325760,en,4501,3399,1690,00,,,0,5529,5682,5682,0,0,0,0,0,5682,317,0,0,-603,35,0,0,0,4,0,36,0,0,0,6,4,5,16,0,0,0,3,13,4,3,5,585,0
